Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Model_clean
Accident,13/10/1994,"LONE PINE, CA",United States,Non-Fatal,Substantial,N6976P,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Takeoff,Probable Cause,1994,piper
Incident,27/06/2000,"FORT LAUDERDALE, FL",United States,Incident,Substantial,XATDU,Dassault,dassault,No,Turbo Jet,Turbo Jet,Positioning,0,0,0,2,vmc,Takeoff,Probable Cause,2000,dassault
Accident,11/06/1999,"TANANA, AK",United States,Fatal(1),Destroyed,N41078,Piper,piper,No,Reciprocating,Reciprocating,Unknown,1,0,0,0,vmc,Takeoff,Probable Cause,1999,piper
Accident,23/02/2001,"Inverness, MS",United States,Fatal(1),Unknown,N58377,Boeing Helicopters Div.,boeing helicopters div.,No,Turbo Shaft,Turbo Shaft,Other Work Use,1,0,0,1,vmc,Maneuvering,Probable Cause,2001,boeing helicopters div.
Accident,12/06/1993,"TEXAS CITY, TX",United States,Fatal(1),Destroyed,N2977A,Bellanca,bellanca,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Maneuvering,Probable Cause,1993,bellanca
Accident,04/07/1999,"CLARK, PA",United States,Fatal(2),Destroyed,N901JL,Lakeland Ultralites Inc.,lakeland ultralites inc.,Yes,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Maneuvering,Probable Cause,1999,lakeland ultralites inc.
Accident,20/02/1995,"KEY LARGO, FL",United States,Non-Fatal,Substantial,N7172Z,Hughes,hughes,No,Turbo Shaft,Turbo Shaft,Personal,0,0,0,1,vmc,Cruise,Probable Cause,1995,hughes
Accident,02/12/1983,"HODGEN, OK",United States,Fatal(1),Destroyed,N310JD,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,1,0,0,0,imc,Approach,Probable Cause,1983,cessna
Accident,07/10/1984,"AMARILLO, TX",United States,Non-Fatal,Substantial,N8692Y,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1984,piper
Accident,23/01/2021,"Rockingham, NC",United States,Non-Fatal,Substantial,N42714,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The pilots improper recovery from a bounced landing, which resulted in a subsequent hard landing and a runway excursion.",2021,cessna
Accident,28/07/2000,"ST. PAUL, MN",United States,Non-Fatal,Substantial,N224LL,Bell,bell,No,Turbo Shaft,Turbo Shaft,Positioning,0,0,0,1,vmc,Takeoff,Probable Cause,2000,bell
Accident,11/03/2011,"Agoura Hills, CA",United States,Non-Fatal,Substantial,N75224,PIPER,piper,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Unknown,The loss of engine power during cruise flight for undetermined reasons.,2011,piper
Accident,28/03/2010,"Northam, Australia, Australia",Australia,Fatal,Substantial,VH-KDS,PIPER,piper,No,Unknown,Unknown,Unknown,2,0,0,0,UNK,Unknown,Unknown,2010,piper
Accident,05/06/1994,"CALIFORNIA CITY, CA",United States,Non-Fatal,Substantial,N123MT,Enstrom,enstrom,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Maneuvering,Probable Cause,1994,enstrom
Incident,02/01/2000,"AMSTERDAM, Netherlands",Netherlands,Incident,Minor,Unknown,Boeing,boeing,No,Unknown,Unknown,Unknown,0,0,0,143,UNK,Unknown,Foreign,2000,boeing
Accident,06/09/2004,"KENAI, AK",United States,Non-Fatal,Substantial,N9028D,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Takeoff,Probable Cause,2004,piper
Accident,11/03/1989,"DELAWARE, OH",United States,Fatal(2),Destroyed,N443JA,Alexander,alexander,Yes,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Descent,Probable Cause,1989,alexander
Incident,22/03/2008,"New York, NY",United States,Non-Fatal,Minor,N406LH,AEROSPATIALE,aerospatiale,No,Turbo Shaft,Turbo Shaft,Unknown,0,0,0,5,vmc,Unknown,The pilot's inadequate visual lookout and subsequent failure to maintain clearance from the other helicopter due to his focus on the engine instruments during the initial departure. Contributing to the accident was insufficient helipad spacing.,2008,aerospatiale
Accident,07/07/1993,"MADISON HEIGHTS, VA",United States,Fatal(1),Destroyed,N7443P,Piper,piper,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Cruise,Probable Cause,1993,piper
Accident,08/08/1986,"SLIDELL, LA",United States,Non-Fatal,Substantial,N92BT,Cessna,cessna,No,Reciprocating,Reciprocating,Business,0,0,1,0,vmc,Cruise,Probable Cause,1986,cessna
Accident,20/09/1997,"SAN MARCOS, TX",United States,Fatal(1),Destroyed,N73EW,Aerotek,aerotek,Yes,Reciprocating,Reciprocating,Unknown,1,0,0,0,vmc,Maneuvering,Probable Cause,1997,aerotek
Accident,05/08/2019,"Miami, FL",United States,Non-Fatal,Substantial,N5915U,Piper,piper,No,Reciprocating,Reciprocating,Instructional,0,1,2,0,vmc,Unknown,"The flight instructor's and student pilot's inadequate preflight inspection of the fuel system for water contamination, which resulted in a loss of engine power during takeoff and subsequent forced landing.
",2019,piper
Accident,21/04/2002,"EHRHARDT, SC",United States,Non-Fatal,Substantial,N2815L,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Landing,Probable Cause,2002,cessna
Accident,27/04/1984,"MARCO, FL",United States,Non-Fatal,Destroyed,N81701,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Cruise,Probable Cause,1984,piper
Accident,23/09/1998,"PORT HEIDEN, AK",United States,Non-Fatal,Substantial,N2204C,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,4,vmc,Landing,Probable Cause,1998,cessna
Accident,07/02/1987,"UTICA, MI",United States,Non-Fatal,Substantial,N7088Q,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Takeoff,Probable Cause,1987,cessna
Accident,22/08/1989,"CHURCH CREEK, MD",United States,Fatal(3),Destroyed,N3688B,Beech,beech,No,Reciprocating,Reciprocating,Personal,3,0,0,0,vmc,Cruise,Probable Cause,1989,beech
Accident,31/08/1994,"CAPE SABINE, AK",United States,Non-Fatal,Substantial,N9825F,Cessna,cessna,No,Turbo Prop,Turbo Prop,Unknown,0,0,0,2,vmc,Landing,Probable Cause,1994,cessna
Accident,07/07/2001,"SAN DIEGO, CA",United States,Non-Fatal,Substantial,N122MS,Sparks,sparks,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,2001,sparks
Incident,26/01/2021,"Buenos Aires, Argentina",Argentina,Unknown,Unknown,LV-HFR,BOEING,boeing,No,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Unknown,2021,boeing
Accident,03/09/2016,"Bryant, AR",United States,Fatal,Destroyed,UNREG,Haggenmacher,haggenmacher,Yes,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Unknown,"The pilots loss of gyroplane control during an intentional high-speed pass, which resulted in the gyroplane porpoising and impacting terrain. Contributing to the accident was the pilots decision to conduct the flight in an aircraft in which he had little experience flying despite knowing that air turbulence existed in and around the airport.",2016,haggenmacher
Accident,01/02/1982,"PAMPA, TX",United States,Fatal(2),Destroyed,N58947,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,2,0,0,0,imc,Maneuvering,Probable Cause,1982,cessna
Accident,29/07/2005,"SARATOGA, WY",United States,Non-Fatal,Substantial,N2361F,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Takeoff,Probable Cause,2005,cessna
Accident,30/04/1996,"YUMA, AZ",United States,Non-Fatal,Substantial,N5062Q,Hughes,hughes,No,Turbo Shaft,Turbo Shaft,Public Aircraft,0,0,0,1,vmc,Maneuvering,Probable Cause,1996,hughes
Accident,01/08/2001,"Hilton Head, SC",United States,Fatal(1),Destroyed,N1VY,Mitsubishi,mitsubishi,No,Turbo Prop,Turbo Prop,Positioning,1,0,0,0,vmc,Approach,Probable Cause,2001,mitsubishi
Accident,16/04/2021,"Thomaston, GA",United States,Non-Fatal,Substantial,N797RT,HINE T L/JOHNSON R,hine t l/johnson r,No,Unknown,Unknown,Personal,0,0,0,2,UNK,Unknown,Unknown,2021,hine t l/johnson r
Accident,22/03/1991,"YOUNG, AZ",United States,Fatal(4),Destroyed,N3458U,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,4,0,0,0,imc,Cruise,Probable Cause,1991,cessna
Accident,20/09/1989,"ZENIA, CA",United States,Non-Fatal,Substantial,N8579M,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,3,vmc,Landing,Probable Cause,1989,cessna
Accident,15/04/1994,"HESPERIA, CA",United States,Non-Fatal,Substantial,N4129J,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Takeoff,Probable Cause,1994,piper
Accident,12/06/1982,"MCKINLEYVILLE, CA",United States,Non-Fatal,Substantial,N64187,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Maneuvering,Probable Cause,1982,cessna
Accident,08/03/2003,"ST CHARLES, MO",United States,Non-Fatal,Substantial,N2732K,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,2003,cessna
Accident,16/02/2016,"Buckeye, AZ",United States,Fatal,Substantial,N107SB,Evolution,evolution,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Unknown,"The pilot's improper decision to operate the high-performance aircraft despite warnings from a flight instructor that he did not have the experience to operate the aircraft that had different and more sensitive handling characteristics than the low-performance weight-shift-control aircraft that he was used to flying, which led to his improper control inputs and resulted in his loss of aircraft control and ground impact immediately after takeoff.",2016,evolution
Accident,20/06/1996,"WEIR, TX",United States,Non-Fatal,Substantial,N67AN,Wsk Pzl Mielec,wsk pzl mielec,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Climb,Probable Cause,1996,wsk pzl mielec
Accident,01/09/1998,"KILL DEVIL HILL, NC",United States,Non-Fatal,Substantial,N50009,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,2,0,vmc,Climb,Probable Cause,1998,cessna
Accident,23/07/2003,"SOROCABA, BRAZIL",Brazil,Fatal(1),Substantial,Unknown,Cessna,cessna,No,Unknown,Unknown,Unknown,1,1,1,0,imc,Unknown,Foreign,2003,cessna
Accident,29/06/1986,"OCALA, FL",United States,Non-Fatal,Substantial,N6824V,Mooney,mooney,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1986,mooney
Accident,07/09/2013,"Cascade, ID",United States,Non-Fatal,Substantial,N7075Z,SCHEEL STANLEY K,scheel stanley k,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"

The pilot's failure to maintain a proper glide path, which resulted in a touchdown short of the  runway.",2013,scheel stanley k
Accident,06/06/2002,"ANGWIN, CA",United States,Non-Fatal,Substantial,N714WH,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,2002,cessna
Accident,10/07/2009,"Kinmen, Taiwan (Province of China)",Taiwan,Fatal,Unknown,B-77088,KAWASAKI,kawasaki,No,Turbo Shaft,Turbo Shaft,Unknown,2,0,1,0,UNK,Unknown,Unknown,2009,kawasaki
Accident,16/07/1986,"SUN CITY, AZ",United States,Fatal(1),Substantial,N5448E,Burkhart Grob,burkhart grob,No,Unknown,Unknown,Personal,1,0,0,1,vmc,Landing,Probable Cause,1986,burkhart grob
Accident,04/02/2012,"Forks, WA",United States,Non-Fatal,Substantial,N5687F,ALON,alon,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,The pilot's incorrect placement of the throttle prior to starting the airplane by hand. Contributing to the accident was that the pilot did not ensure that the airplane was restrained in a manner that would keep it from moving forward.,2012,alon
Accident,04/08/2003,"GREENVILLE, NC",United States,Non-Fatal,Substantial,N6JH,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,2003,piper
Accident,19/03/2015,"Midland, TX",United States,Non-Fatal,Substantial,N2722M,PIPER,piper,No,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Unknown,The pilot's excessive braking during the landing roll.,2015,piper
Accident,16/06/1998,"DOUGLAS, WY",United States,Non-Fatal,Substantial,N8531L,Piper,piper,No,Reciprocating,Reciprocating,Ferry,0,0,0,1,vmc,Takeoff,Probable Cause,1998,piper
Accident,31/08/1991,"BUTTE, MT",United States,Non-Fatal,Substantial,N2396E,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1991,cessna
Accident,10/08/1990,"WENATCHEE, WA",United States,Non-Fatal,Substantial,N2473X,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,1,1,0,vmc,Climb,Probable Cause,1990,cessna
Accident,21/08/2018,"Granger, TX",United States,Fatal,Destroyed,N530FU,HUGHES,hughes,No,Turbo Shaft,Turbo Shaft,Instructional,2,0,0,0,vmc,Unknown,The failure of both pilots to see and avoid a power line while maneuvering at low altitude. Contributing to the accident was the flight instructor's decision to not follow the training syllabus and allow the low-level high-speed flight.,2018,hughes
Accident,15/11/2001,"Wentzville, MO",United States,Fatal(2),Destroyed,N33ZA,Zenair,zenair,No,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Cruise,Probable Cause,2001,zenair
Accident,24/08/2007,"LOPEZ ISLAND, WA",United States,Non-Fatal,Substantial,N2939J,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Cruise,Probable Cause,2007,piper
Accident,04/08/2006,"GASQUET, CA",United States,Non-Fatal,Substantial,N5262R,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,1,1,0,vmc,Approach,Probable Cause,2006,cessna
Accident,16/10/2005,"PEORIA, IL",United States,Non-Fatal,Substantial,N152SG,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,1,0,vmc,Go-around,Probable Cause,2005,cessna
Accident,07/03/2003,"Milledgeville, GA",United States,Fatal(1),Destroyed,N333RB,Beech,beech,No,Reciprocating,Reciprocating,Personal,1,0,0,0,imc,Approach,Probable Cause,2003,beech
Accident,26/04/2010,"Carollton, GA",United States,Non-Fatal,Substantial,N191K,GLOBE,globe,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,"The pilot's improper recovery from the bounced landings, resulting in a loss of directional control.",2010,globe
Accident,11/11/1983,"HOUSTON, TX",United States,Non-Fatal,Substantial,N25631,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,5,vmc,Standing,Probable Cause,1983,beech
Accident,11/10/1983,"POUGHKEEPSIE, NY",United States,Non-Fatal,Destroyed,N30460,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Descent,Probable Cause,1983,piper
Accident,28/11/2018,"Casa Grande, AZ",United States,Non-Fatal,Substantial,N5668W,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Unknown,"The student pilot's failure to maintain a proper glidepath during the approach, which resulted in impact with a fence and terrain.    ",2018,piper
Incident,27/03/2008,"Houston, TX",United States,Non-Fatal,Minor,N23661,BOEING,boeing,No,Turbo Fan,Turbo Fan,Unknown,0,0,0,118,vmc,Unknown,The flight crew's improper landing technique for an inoperative anti-skid system resulting in locked brakes and four blown main landing gear tires.,2008,boeing
Accident,07/10/1996,"MOBILE, AL",United States,Non-Fatal,Substantial,N59TB,Socata,socata,No,Reciprocating,Reciprocating,Executive/corporate,0,0,2,0,vmc,Go-around,Probable Cause,1996,socata
Accident,14/08/2000,"COLUMBUS, OH",United States,Non-Fatal,Substantial,N86485,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,1,1,vmc,Go-around,Probable Cause,2000,cessna
Accident,06/03/1987,"TALLAHASSEE, FL",United States,Non-Fatal,Substantial,N39588,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1987,piper
Accident,01/10/1989,"BERLIN, NY",United States,Non-Fatal,Substantial,N413DB,Enstrom,enstrom,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Cruise,Probable Cause,1989,enstrom
Accident,07/06/2016,"Beaumont, TX",United States,Non-Fatal,Substantial,N38SL,ROBINSON HELICOPTER CO,robinson helicopter co,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The non-pilot owner's decision to start the helicopter while awaiting the pilot's arrival, which resulted in a loss of yaw control and a rollover.",2016,robinson helicopter co
Accident,03/02/2003,"NEW ORLEANS, LA",United States,Non-Fatal,Substantial,N658FT,Mooney,mooney,No,Reciprocating,Reciprocating,Personal,0,0,4,0,vmc,Cruise,Probable Cause,2003,mooney
Incident,13/05/1997,"SAN LUIS OBISPO, CA",United States,Incident,Unknown,N313AE,Saab-scania Ab (saab),saab-scania ab (saab),No,Turbo Prop,Turbo Prop,Unknown,0,0,0,21,vmc,Takeoff,Probable Cause,1997,saab-scania ab (saab)
Accident,01/03/1992,"CHARLESTON, SC",United States,Non-Fatal,Substantial,N6748U,Mooney,mooney,No,Reciprocating,Reciprocating,Business,0,0,0,1,vmc,Cruise,Probable Cause,1992,mooney
Accident,24/11/1987,"LAS VEGAS, NV",United States,Non-Fatal,Destroyed,N22730,Hughes,hughes,No,Reciprocating,Reciprocating,Instructional,0,0,2,0,vmc,Landing,Probable Cause,1987,hughes
Accident,27/02/1982,"LEMOORE, CA",United States,Fatal(1),Destroyed,N1410Z,Beech,beech,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Approach,Probable Cause,1982,beech
Accident,14/03/1985,"LOGAN, UT",United States,Fatal(3),Destroyed,N8460Z,Piper,piper,No,Reciprocating,Reciprocating,Business,3,0,0,0,imc,Takeoff,Probable Cause,1985,piper
Accident,25/05/2020,"Spotted Horse, WY",United States,Non-Fatal,Substantial,N771CT,Champion,champion,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The pilot's loss of directional control during an aborted takeoff with a tailwind, which resulted in a noseover.",2020,champion
Accident,26/08/2007,"HAGERSTOWN, IN",United States,Non-Fatal,Substantial,N15425,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Takeoff,Probable Cause,2007,piper
Accident,20/04/2008,"De Queen, AR",United States,Non-Fatal,Substantial,N2049L,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,The pilot's failure to maintain control of the airplane during an aborted landing.  Contributing to the accident were the crosswind and the pilot's inadequate compensation for the wind conditions.,2008,beech
Accident,07/10/2013,"Iliamna, AK",United States,Non-Fatal,Substantial,N91144,PIPER,piper,No,Reciprocating,Reciprocating,Unknown,0,0,0,1,vmc,Unknown,The pilot's failure to maintain aircraft control during the landing roll with a tailwind.,2013,piper
Accident,08/10/1992,"ALBUQUERQUE, NM",United States,Non-Fatal,Unknown,N57115,Raven,raven,No,Unknown,Unknown,Personal,0,2,4,2,vmc,Cruise,Probable Cause,1992,raven
Accident,26/01/2014,"Milan, IL",United States,Non-Fatal,Substantial,N4VN,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,"The pilots delayed use of carburetor heat while operating the airplane in atmospheric conditions conducive to carburetor icing, which resulted in a total loss of engine power due to carburetor icing during a short final approach. ",2014,cessna
Accident,04/08/1984,"ELY, NV",United States,Fatal(2),Destroyed,N30394,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,2,0,0,0,UNK,Cruise,Probable Cause,1984,cessna
Accident,25/04/1998,"LA PORTE, TX",United States,Non-Fatal,Substantial,N52188,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1998,cessna
Accident,28/10/1983,"MILTON, FL",United States,Non-Fatal,Substantial,N49938,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1983,cessna
Accident,06/02/1983,"HOUSTON, TX",United States,Non-Fatal,Substantial,N100VV,Cessna,cessna,No,Turbo Fan,Turbo Fan,Business,0,0,0,8,vmc,Taxi,Probable Cause,1983,cessna
Accident,23/04/1989,"DUSHORE, PA",United States,Non-Fatal,Destroyed,N2127J,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Takeoff,Probable Cause,1989,piper
Incident,22/08/2013,"Las Palmas, Spain",Spain,Unknown,Unknown,G-FDZG,BOEING,boeing,No,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Unknown,2013,boeing
Incident,25/03/2016,"Nassau, Bahamas",Bahamas,Non-Fatal,Minor,N273JB,EMBRAER,embraer,No,Unknown,Unknown,Unknown,0,0,0,100,UNK,Unknown,Unknown,2016,embraer
Accident,18/08/1990,"COLD FOOT, AK",United States,Non-Fatal,Substantial,N9462K,Stinson,stinson,No,Reciprocating,Reciprocating,Personal,0,2,0,0,vmc,Takeoff,Probable Cause,1990,stinson
Accident,01/07/1998,"HOMESTEAD, FL",United States,Non-Fatal,Substantial,N4331M,Piper,piper,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1998,piper
Accident,30/12/1984,"FT. COLLINS, CO",United States,Non-Fatal,Substantial,N9033H,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,1984,cessna
Accident,25/03/1988,"PRESTON, MO",United States,Non-Fatal,Substantial,N4712D,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Cruise,Probable Cause,1988,cessna
Accident,17/04/2017,"Sierraville, CA",United States,Fatal,Destroyed,N28070,SOCATA,socata,No,Reciprocating,Reciprocating,Personal,2,0,0,0,UNK,Unknown,"The pilot's decision to continue visual flight rules flight into instrument meteorological conditions, which resulted in controlled flight into mountainous terrain.",2017,socata
Accident,11/02/1996,MANATI,Unknown,Fatal(3),Destroyed,N79NU,Aero Commander,aero commander,No,Reciprocating,Reciprocating,Instructional,3,0,0,0,vmc,Maneuvering,Probable Cause,1996,aero commander
Accident,25/06/2014,"Cantwell, AK",United States,Non-Fatal,Substantial,N72842,PIPER,piper,No,Reciprocating,Reciprocating,Unknown,0,0,0,1,vmc,Unknown,"The pilot's encounter with a wind gust during takeoff from a short gravel bar, which resulted in the airplane settling after rotation and striking obstacles.",2014,piper
Accident,15/07/2022,"Tuscaloosa, AL",United States,Non-Fatal,Substantial,N3301J,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,"The student pilots inadvertent use of the fuel mixture knob instead of the carburetor heat knob, which resulted in fuel starvation and a subsequent loss of engine power. ",2022,cessna
Accident,03/08/2016,"Destin, FL",United States,Fatal,Destroyed,N2735A,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Unknown,"The pilot's loss of control due to spatial disorientation shortly after takeoff, while maneuvering over water during dark night conditions.",2016,cessna
Accident,26/06/2010,"Moreno Valley, CA",United States,Non-Fatal,Substantial,N8118A,PIPER,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,A total loss of engine power due to fuel exhaustion.,2010,piper
Accident,01/12/2011,"Cerro Escalera, Peru",Peru,Fatal,Substantial,OB-1299,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,4,0,0,0,UNK,Unknown,Unknown,2011,cessna
Accident,06/01/1984,"DEL RIO, TX",United States,Non-Fatal,Substantial,N8117Z,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Landing,Probable Cause,1984,piper
Accident,18/02/1995,"HUTCHINSON, KS",United States,Non-Fatal,Substantial,N833KS,Beech,beech,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Takeoff,Probable Cause,1995,beech
Accident,10/12/2003,"TUCSON, AZ",United States,Non-Fatal,Substantial,N63149,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,2003,cessna
Accident,27/04/1984,"FAIR OAKS, CA",United States,Non-Fatal,Destroyed,N81784,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,3,1,vmc,Go-around,Probable Cause,1984,piper
Accident,09/08/2009,"Bumpass, VA",United States,Fatal,Substantial,N160HA,MAXAIR,maxair,No,Reciprocating,Reciprocating,Personal,1,1,0,0,vmc,Unknown,The accelerated stall induced by the pilot in a steep turn to avoid obstacles during takeoff. Contributing to the accident were the pilots chosen takeoff path and the density altitude.,2009,maxair
Accident,14/04/1983,"AUSTIN, TX",United States,Non-Fatal,Substantial,N8234M,Cessna,cessna,No,Reciprocating,Reciprocating,Business,0,0,1,0,vmc,Approach,Probable Cause,1983,cessna
Accident,11/07/1989,"ARLINGTON, TX",United States,Fatal(1),Destroyed,N49056,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,1,0,0,0,vmc,Maneuvering,Probable Cause,1989,cessna
Accident,28/08/1995,ATLANTIC OCEAN,ATLANTIC OCEAN,Fatal(1),Destroyed,N171LG,Beech,beech,No,Reciprocating,Reciprocating,Unknown,1,0,0,0,vmc,Cruise,Probable Cause,1995,beech
Accident,24/01/2020,"Charlotte, TX",United States,Non-Fatal,Substantial,N8364Y,Robinson,robinson,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Unknown,Unknown,2020,robinson
Accident,02/08/2000,"CLARKSVILLE, TN",United States,Non-Fatal,Substantial,N86BC,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,2,0,0,imc,Go-around,Probable Cause,2000,beech
Accident,24/08/2012,"Robbinsville, NJ",United States,Non-Fatal,Substantial,N9055,STEARMAN AIRCRAFT,stearman aircraft,No,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Unknown,The pilot's failure to maintain directional control during the landing roll.,2012,stearman aircraft
Accident,12/10/1988,"TRAVER, CA",United States,Non-Fatal,Substantial,N3087D,Ayres,ayres,No,Reciprocating,Reciprocating,Aerial Application,0,1,0,0,vmc,Maneuvering,Probable Cause,1988,ayres
Accident,18/09/1999,"RENO, NV",United States,Fatal(1),Destroyed,N57LR,No American/rogers B L,no american/rogers b l,Yes,Reciprocating,Reciprocating,Unknown,1,0,0,0,vmc,Maneuvering,Probable Cause,1999,no american/rogers b l
Accident,27/10/1988,"DICKENS, TX",United States,Non-Fatal,Destroyed,N7463F,Hughes,hughes,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,1988,hughes
Accident,18/11/1982,"SHEBOYGAN, WI",United States,Non-Fatal,Destroyed,N6078U,Piper,piper,No,Reciprocating,Reciprocating,Business,0,1,0,0,vmc,Approach,Probable Cause,1982,piper
Accident,24/12/1997,"LANCASTER, PA",United States,Non-Fatal,Substantial,N4133S,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,1,1,vmc,Landing,Probable Cause,1997,beech
Accident,17/06/1994,"TOMAHAWK, WI",United States,Non-Fatal,Destroyed,N8218R,Bellanca,bellanca,No,Reciprocating,Reciprocating,Personal,0,1,2,1,vmc,Cruise,Probable Cause,1994,bellanca
Accident,31/07/1992,"HONOLULU, HI",United States,Non-Fatal,Substantial,N64MK,Hughes,hughes,No,Turbo Shaft,Turbo Shaft,Instructional,0,0,0,2,vmc,Landing,Probable Cause,1992,hughes
Accident,06/09/1993,"EIGHTY FOUR, PA",United States,Non-Fatal,Substantial,N34367,Schweizer,schweizer,No,Unknown,Unknown,Personal,0,0,0,1,vmc,Approach,Probable Cause,1993,schweizer
